Country,year,remittances
Tunisia,1981,360
Turkey,1981,2490
Turkmenistan,1981,..
Uganda,1981,..
Ukraine,1981,..
United Arab Emirates,1981,..
United Kingdom,1981,..
United States,1981,270
Uruguay,1981,..
Uzbekistan,1981,..
Vanuatu,1981,..
"Venezuela, RB",1981,..
Vietnam,1981,..
Virgin Islands (U.S.),1981,..
West Bank and Gaza,1981,..
"Yemen, Rep.",1981,..
Zambia,1981,..
Zimbabwe,1981,28
Afghanistan,1982,..
Albania,1982,..
Algeria,1982,507
American Samoa,1982,..
Andorra,1982,..
Angola,1982,..
Antigua and Barbuda,1982,..
Argentina,1982,28
Armenia,1982,..
Aruba,1982,..
Australia,1982,771
Austria,1982,221
Azerbaijan,1982,..
"Bahamas, The",1982,..
Bahrain,1982,..
Bangladesh,1982,526
Barbados,1982,9
Belarus,1982,..
Belgium,1982,837
Belize,1982,..
Benin,1982,37
Bermuda,1982,..
Bhutan,1982,..
Bolivia,1982,3
Bosnia and Herzegovina,1982,..
Botswana,1982,56
Brazil,1982,57
Brunei,1982,..
Bulgaria,1982,..
Burkina Faso,1982,110
Burundi,1982,..
Cambodia,1982,..
Cameroon,1982,19
Canada,1982,..
Cape Verde,1982,26
Cayman Islands,1982,..
Central African Republic,1982,0.036517869
Chad,1982,..
Chile,1982,..
China,1982,563.7
Colombia,1982,87
Comoros,1982,2
"Congo, Dem. Rep.",1982,..
"Congo, Rep.",1982,..
Costa Rica,1982,6
Cote d'Ivoire,1982,29
Croatia,1982,..
Cuba,1982,..
Cyprus,1982,80
Czech Republic,1982,..
Denmark,1982,..
Djibouti,1982,..
Dominica,1982,8
Dominican Republic,1982,190
Ecuador,1982,3
"Egypt, Arab Rep.",1982,2439
El Salvador,1982,112
Equatorial Guinea,1982,..
Eritrea,1982,..
Estonia,1982,..
Ethiopia,1982,10
Faeroe Islands,1982,..
Fiji,1982,8
Finland,1982,108
France,1982,1338
French Polynesia,1982,..
Gabon,1982,0.060863115
"Gambia, The",1982,4
Georgia,1982,..
Germany,1982,2232
Ghana,1982,2
Greece,1982,1140
Greenland,1982,..
Grenada,1982,..
Guam,1982,..
Guatemala,1982,11
Guinea,1982,..
Guinea-Bissau,1982,..
Guyana,1982,2
Haiti,1982,97
Honduras,1982,2
"Hong Kong, China",1982,..
Hungary,1982,..
Iceland,1982,1
India,1982,2618
Indonesia,1982,..
"Iran, Islamic Rep.",1982,..
Iraq,1982,..
Ireland,1982,..
Israel,1982,280
Italy,1982,3530
Jamaica,1982,111
Japan,1982,210
Jordan,1982,1082
Kazakhstan,1982,..
Kenya,1982,67.98
Kiribati,1982,3
"Korea, Dem. Rep.",1982,..
"Korea, Rep.",1982,325
Kuwait,1982,..
Kyrgyz Republic,1982,..
Lao PDR,1982,..
Latvia,1982,..
Lebanon,1982,..
Lesotho,1982,348
Liberia,1982,..
Libya,1982,..
Liechtenstein,1982,..
Lithuania,1982,..
Luxembourg,1982,..
"Macao, China",1982,..
"Macedonia, FYR",1982,..
Madagascar,1982,0.114372038
Malawi,1982,..
Malaysia,1982,45
Maldives,1982,..
Mali,1982,39
Malta,1982,39
Marshall Islands,1982,..
Mauritania,1982,2
Mauritius,1982,..
Mayotte,1982,..
Mexico,1982,1226
"Micronesia, Fed. Sts.",1982,..
Moldova,1982,..
Monaco,1982,..
Mongolia,1982,..
Morocco,1982,850
Mozambique,1982,64
Myanmar,1982,..
Namibia,1982,..
Nepal,1982,..
Netherlands,1982,656
Netherlands Antilles,1982,5
New Caledonia,1982,..
New Zealand,1982,295
Nicaragua,1982,..
Niger,1982,7
Nigeria,1982,18
Norway,1982,107
Oman,1982,43
Pakistan,1982,2588
Palau,1982,..
Panama,1982,76
Papua New Guinea,1982,6
Paraguay,1982,41
Peru,1982,..
Philippines,1982,1049
Poland,1982,..
Portugal,1982,2635
Puerto Rico,1982,..
Qatar,1982,..
Romania,1982,..
Russian Federation,1982,..
Rwanda,1982,7
Samoa,1982,19
San Marino,1982,..
Sao Tome and Principe,1982,1
Saudi Arabia,1982,..
Senegal,1982,66
Serbia and Montenegro,1982,..
Seychelles,1982,..
Sierra Leone,1982,0.080733028
Singapore,1982,..
Slovak Republic,1982,..
Slovenia,1982,..
Solomon Islands,1982,..
Somalia,1982,20
South Africa,1982,80
Spain,1982,1582
Sri Lanka,1982,289
St. Kitts and Nevis,1982,1
St. Lucia,1982,..
St. Vincent and the Grenadines,1982,..
Sudan,1982,133
Suriname,1982,4
Swaziland,1982,37
Sweden,1982,25
Switzerland,1982,527
Syrian Arab Republic,1982,411
Tajikistan,1982,..
Tanzania,1982,..
Thailand,1982,619
Timor-Leste,1982,..
Togo,1982,6
Tonga,1982,8
Trinidad and Tobago,1982,5
Tunisia,1982,372
Turkey,1982,2140
Turkmenistan,1982,..
Uganda,1982,..
Ukraine,1982,..
United Arab Emirates,1982,..
United Kingdom,1982,..
United States,1982,260
Uruguay,1982,..
Uzbekistan,1982,..
Vanuatu,1982,9
"Venezuela, RB",1982,..
Vietnam,1982,..
Virgin Islands (U.S.),1982,..
West Bank and Gaza,1982,..
"Yemen, Rep.",1982,..
Zambia,1982,..
Zimbabwe,1982,33
Afghanistan,1983,..
Albania,1983,..
Algeria,1983,392
American Samoa,1983,..
Andorra,1983,..
Angola,1983,..
Antigua and Barbuda,1983,..
Argentina,1983,28
Armenia,1983,..
Aruba,1983,..
Australia,1983,900
Austria,1983,215
Azerbaijan,1983,..
"Bahamas, The",1983,..
Bahrain,1983,..
Bangladesh,1983,642
Barbados,1983,8
Belarus,1983,..
Belgium,1983,849
Belize,1983,..
Benin,1983,44
Bermuda,1983,..
Bhutan,1983,..
Bolivia,1983,5
Bosnia and Herzegovina,1983,..
Botswana,1983,56
Brazil,1983,29
Brunei,1983,..
Bulgaria,1983,..
Burkina Faso,1983,113
Burundi,1983,..
Cambodia,1983,..
Cameroon,1983,28
Canada,1983,..
Cape Verde,1983,21
Cayman Islands,1983,..
Central African Republic,1983,0.020993737
Chad,1983,..
Chile,1983,1
China,1983,497.4
Colombia,1983,72
Comoros,1983,2
"Congo, Dem. Rep.",1983,..
"Congo, Rep.",1983,..
Costa Rica,1983,5
Cote d'Ivoire,1983,27
Croatia,1983,..
Cuba,1983,..
Cyprus,1983,78
Czech Republic,1983,..
Denmark,1983,..
Djibouti,1983,..
Dominica,1983,9
Dominican Republic,1983,195
Ecuador,1983,3
"Egypt, Arab Rep.",1983,3666
El Salvador,1983,115
Equatorial Guinea,1983,..
Eritrea,1983,..
Estonia,1983,..
Ethiopia,1983,11
Faeroe Islands,1983,..
Fiji,1983,8
Finland,1983,97
France,1983,1279
French Polynesia,1983,..
Gabon,1983,0.288663879
"Gambia, The",1983,5
Georgia,1983,..
Germany,1983,2119
Ghana,1983,1
Greece,1983,964
Greenland,1983,..
Grenada,1983,..
Guam,1983,..
Guatemala,1983,4
Guinea,1983,..
Guinea-Bissau,1983,..
Guyana,1983,1
Haiti,1983,90
Honduras,1983,2
"Hong Kong, China",1983,..
Hungary,1983,..
Iceland,1983,2
India,1983,2660
Indonesia,1983,10
"Iran, Islamic Rep.",1983,..
Iraq,1983,..
Ireland,1983,..
Israel,1983,243
Italy,1983,3381
Jamaica,1983,84
Japan,1983,180
Jordan,1983,1110
Kazakhstan,1983,..
Kenya,1983,58.08
Kiribati,1983,2
"Korea, Dem. Rep.",1983,..
"Korea, Rep.",1983,375
Kuwait,1983,..
Kyrgyz Republic,1983,..
Lao PDR,1983,..
Latvia,1983,..
Lebanon,1983,..
Lesotho,1983,378
Liberia,1983,..
Libya,1983,..
Liechtenstein,1983,..
Lithuania,1983,..
Luxembourg,1983,..
"Macao, China",1983,..
"Macedonia, FYR",1983,..
Madagascar,1983,0.116157734
Malawi,1983,..
Malaysia,1983,41
Maldives,1983,3
Mali,1983,36
Malta,1983,43
Marshall Islands,1983,..
Mauritania,1983,1
Mauritius,1983,..
Mayotte,1983,..
Mexico,1983,1391
"Micronesia, Fed. Sts.",1983,..
Moldova,1983,..
Monaco,1983,..
Mongolia,1983,..
Morocco,1983,917
Mozambique,1983,75
Myanmar,1983,..
Namibia,1983,..
Nepal,1983,..
Netherlands,1983,567
Netherlands Antilles,1983,5
New Caledonia,1983,..
New Zealand,1983,301
Nicaragua,1983,..
Niger,1983,7
Nigeria,1983,14
Norway,1983,101
Oman,1983,43
Pakistan,1983,2940
Palau,1983,..
Panama,1983,78
Papua New Guinea,1983,4
Paraguay,1983,33
Peru,1983,..
Philippines,1983,1124
Poland,1983,..
Portugal,1983,2187
Puerto Rico,1983,..
Qatar,1983,..
Romania,1983,..
Russian Federation,1983,..
Rwanda,1983,3
Samoa,1983,20
San Marino,1983,..
Sao Tome and Principe,1983,1
Saudi Arabia,1983,..
Senegal,1983,59
Serbia and Montenegro,1983,..
Seychelles,1983,..
Sierra Leone,1983,0.053041108
Singapore,1983,..
Slovak Republic,1983,..
Slovenia,1983,..
Solomon Islands,1983,..
Somalia,1983,22
South Africa,1983,74
Spain,1983,1348
Sri Lanka,1983,294
St. Kitts and Nevis,1983,1
St. Lucia,1983,1
St. Vincent and the Grenadines,1983,..
Sudan,1983,274
Suriname,1983,6
Swaziland,1983,53
Sweden,1983,25
Switzerland,1983,551
Syrian Arab Republic,1983,387
Tajikistan,1983,..
Tanzania,1983,..
Thailand,1983,846
Timor-Leste,1983,..
Togo,1983,6
Tonga,1983,16
Trinidad and Tobago,1983,5
Tunisia,1983,359
Turkey,1983,1513
Turkmenistan,1983,..
Uganda,1983,..
Ukraine,1983,..
United Arab Emirates,1983,..
United Kingdom,1983,..
United States,1983,240
Uruguay,1983,..
Uzbekistan,1983,..
Vanuatu,1983,7
"Venezuela, RB",1983,..
Vietnam,1983,..
Virgin Islands (U.S.),1983,..
West Bank and Gaza,1983,..
"Yemen, Rep.",1983,..
Zambia,1983,..
Zimbabwe,1983,20
Afghanistan,1984,..
Albania,1984,..
Algeria,1984,329
American Samoa,1984,..
Andorra,1984,..
Angola,1984,..
Antigua and Barbuda,1984,..
Argentina,1984,32
Armenia,1984,..
Aruba,1984,..
Australia,1984,956
Austria,1984,198
Azerbaijan,1984,..
"Bahamas, The",1984,..
Bahrain,1984,..
Bangladesh,1984,501
Barbados,1984,10
Belarus,1984,..
Belgium,1984,780
Belize,1984,18
Benin,1984,42
Bermuda,1984,..
Bhutan,1984,..
Bolivia,1984,6
Bosnia and Herzegovina,1984,..
Botswana,1984,50
Brazil,1984,46
Brunei,1984,..
Bulgaria,1984,..
Burkina Faso,1984,90
Burundi,1984,..
Cambodia,1984,..
Cameroon,1984,15
Canada,1984,..
Cape Verde,1984,21
Cayman Islands,1984,..
Central African Republic,1984,..
Chad,1984,..
Chile,1984,1
China,1984,371.3
Colombia,1984,78
Comoros,1984,2
"Congo, Dem. Rep.",1984,..
"Congo, Rep.",1984,..
Costa Rica,1984,6
Cote d'Ivoire,1984,25
Croatia,1984,..
Cuba,1984,..
Cyprus,1984,74
Czech Republic,1984,..
Denmark,1984,..
Djibouti,1984,..
Dominica,1984,11
Dominican Republic,1984,205
Ecuador,1984,3
"Egypt, Arab Rep.",1984,3963
El Salvador,1984,159
Equatorial Guinea,1984,..
Eritrea,1984,..
Estonia,1984,..
Ethiopia,1984,11
Faeroe Islands,1984,..
Fiji,1984,11
Finland,1984,49
France,1984,1262
French Polynesia,1984,..
Gabon,1984,0.091542258
"Gambia, The",1984,5
Georgia,1984,..
Germany,1984,1968
Ghana,1984,5
Greece,1984,945
Greenland,1984,..
Grenada,1984,..
Guam,1984,..
Guatemala,1984,3
Guinea,1984,..
Guinea-Bissau,1984,..
Guyana,1984,3
Haiti,1984,90
Honduras,1984,2
"Hong Kong, China",1984,..
Hungary,1984,..
Iceland,1984,7
India,1984,2295
Indonesia,1984,53
"Iran, Islamic Rep.",1984,..
Iraq,1984,..
Ireland,1984,..
Israel,1984,253
Italy,1984,3275
Jamaica,1984,74
Japan,1984,210
Jordan,1984,1237
Kazakhstan,1984,..
Kenya,1984,56.76
Kiribati,1984,2
"Korea, Dem. Rep.",1984,..
"Korea, Rep.",1984,420
Kuwait,1984,..
Kyrgyz Republic,1984,..
Lao PDR,1984,3
Latvia,1984,..
Lebanon,1984,..
Lesotho,1984,323
Liberia,1984,..
Libya,1984,..
Liechtenstein,1984,..
Lithuania,1984,..
Luxembourg,1984,..
"Macao, China",1984,..
"Macedonia, FYR",1984,..
Madagascar,1984,6
Malawi,1984,..
Malaysia,1984,34
Maldives,1984,3
Mali,1984,32
Malta,1984,37
Marshall Islands,1984,..
Mauritania,1984,1
Mauritius,1984,..
Mayotte,1984,19
Mexico,1984,1561
"Micronesia, Fed. Sts.",1984,..
Moldova,1984,..
Monaco,1984,..
Mongolia,1984,..
Morocco,1984,874
Mozambique,1984,57
Myanmar,1984,..
Namibia,1984,..
Nepal,1984,..
Netherlands,1984,493
Netherlands Antilles,1984,6
New Caledonia,1984,..
New Zealand,1984,275
Nicaragua,1984,..
Niger,1984,7
Nigeria,1984,12
Norway,1984,101
Oman,1984,43
Pakistan,1984,2581
Palau,1984,..
Panama,1984,74
Papua New Guinea,1984,5
Paraguay,1984,24
Peru,1984,..
Philippines,1984,718
Poland,1984,..
Portugal,1984,2200
Puerto Rico,1984,..
Qatar,1984,..
Romania,1984,..
Russian Federation,1984,..
Rwanda,1984,3
Samoa,1984,20
San Marino,1984,..
Sao Tome and Principe,1984,3
Saudi Arabia,1984,..
Senegal,1984,54
Serbia and Montenegro,1984,..
Seychelles,1984,..
Sierra Leone,1984,0.079682862
Singapore,1984,..
Slovak Republic,1984,..
Slovenia,1984,..
Solomon Islands,1984,..
Somalia,1984,..
South Africa,1984,65
Spain,1984,1227
Sri Lanka,1984,301
St. Kitts and Nevis,1984,1
St. Lucia,1984,1
St. Vincent and the Grenadines,1984,..
Sudan,1984,285
Suriname,1984,6
Swaziland,1984,53
Sweden,1984,22
Switzerland,1984,496
Syrian Arab Republic,1984,321
Tajikistan,1984,..
Tanzania,1984,..
Thailand,1984,893
Timor-Leste,1984,..
Togo,1984,7
Tonga,1984,13
Trinidad and Tobago,1984,4
Tunisia,1984,317
Turkey,1984,1807
Turkmenistan,1984,..
Uganda,1984,..
Ukraine,1984,..
United Arab Emirates,1984,..
United Kingdom,1984,..
United States,1984,240
Uruguay,1984,..
Uzbekistan,1984,..
Vanuatu,1984,8
"Venezuela, RB",1984,..
Vietnam,1984,..
Virgin Islands (U.S.),1984,..
West Bank and Gaza,1984,..
"Yemen, Rep.",1984,..
Zambia,1984,..
Zimbabwe,1984,4
Afghanistan,1985,..
Albania,1985,..
Algeria,1985,313
American Samoa,1985,..
Andorra,1985,..
Angola,1985,..
Antigua and Barbuda,1985,..
Argentina,1985,27
Armenia,1985,..
Aruba,1985,..
Australia,1985,1009
Austria,1985,201
Azerbaijan,1985,..
"Bahamas, The",1985,..
Bahrain,1985,..
Bangladesh,1985,502
Barbados,1985,8
Belarus,1985,..
Belgium,1985,817
Belize,1985,21
Benin,1985,40
Bermuda,1985,..
Bhutan,1985,..
Bolivia,1985,6
Bosnia and Herzegovina,1985,..
Botswana,1985,31
Brazil,1985,40
Brunei,1985,..
Bulgaria,1985,..
Burkina Faso,1985,126
Burundi,1985,..
Cambodia,1985,..
Cameroon,1985,12
Canada,1985,..
Cape Verde,1985,21
Cayman Islands,1985,..
Central African Republic,1985,..
Chad,1985,0.033388018
Chile,1985,1
China,1985,253
Colombia,1985,110
Comoros,1985,4
"Congo, Dem. Rep.",1985,..
"Congo, Rep.",1985,..
Costa Rica,1985,7
Cote d'Ivoire,1985,24
Croatia,1985,..
Cuba,1985,..
Cyprus,1985,72
Czech Republic,1985,..
Denmark,1985,..
Djibouti,1985,..
Dominica,1985,11
Dominican Republic,1985,242
Ecuador,1985,3
"Egypt, Arab Rep.",1985,3212
El Salvador,1985,157
Equatorial Guinea,1985,..
Eritrea,1985,..
Estonia,1985,..
Ethiopia,1985,14
Faeroe Islands,1985,..
Fiji,1985,28
Finland,1985,51
France,1985,1393
French Polynesia,1985,..
Gabon,1985,0.133552073
"Gambia, The",1985,6
Georgia,1985,..
Germany,1985,2023
Ghana,1985,4
Greece,1985,807
Greenland,1985,..
Grenada,1985,..
Guam,1985,..
Guatemala,1985,1
Guinea,1985,..
Guinea-Bissau,1985,..
Guyana,1985,..
Haiti,1985,96
Honduras,1985,2
"Hong Kong, China",1985,..
Hungary,1985,..
Iceland,1985,5
India,1985,2469
Indonesia,1985,61
"Iran, Islamic Rep.",1985,..
Iraq,1985,..
Ireland,1985,..
Israel,1985,209
Italy,1985,3231
Jamaica,1985,146
Japan,1985,..
Jordan,1985,1022
Kazakhstan,1985,..
Kenya,1985,66
Kiribati,1985,4
"Korea, Dem. Rep.",1985,..
"Korea, Rep.",1985,552
Kuwait,1985,..
Kyrgyz Republic,1985,..
Lao PDR,1985,4
Latvia,1985,..
Lebanon,1985,..
Lesotho,1985,224
Liberia,1985,..
Libya,1985,..
Liechtenstein,1985,..
Lithuania,1985,..
Luxembourg,1985,..
"Macao, China",1985,..
"Macedonia, FYR",1985,..
Madagascar,1985,5
Malawi,1985,..
Malaysia,1985,39
Maldives,1985,1
Mali,1985,67
Malta,1985,35
Marshall Islands,1985,..
Mauritania,1985,1
Mauritius,1985,..
Mayotte,1985,22
Mexico,1985,1616
"Micronesia, Fed. Sts.",1985,..
Moldova,1985,..
Monaco,1985,..
Mongolia,1985,..
Morocco,1985,973
Mozambique,1985,41
Myanmar,1985,..
Namibia,1985,..
Nepal,1985,..
Netherlands,1985,502
Netherlands Antilles,1985,3
New Caledonia,1985,..
New Zealand,1985,256
Nicaragua,1985,..
Niger,1985,9
Nigeria,1985,10
Norway,1985,105
Oman,1985,43
Pakistan,1985,2537
Palau,1985,..
Panama,1985,99
Papua New Guinea,1985,6
Paraguay,1985,10
Peru,1985,..
Philippines,1985,806
Poland,1985,..
Portugal,1985,2164
Puerto Rico,1985,..
Qatar,1985,..
Romania,1985,..
Russian Federation,1985,..
Rwanda,1985,3
Samoa,1985,24
San Marino,1985,..
Sao Tome and Principe,1985,0.277999549
Saudi Arabia,1985,..
Senegal,1985,79
Serbia and Montenegro,1985,..
Seychelles,1985,..
Sierra Leone,1985,0.039260624
Singapore,1985,..
Slovak Republic,1985,..
Slovenia,1985,..
Solomon Islands,1985,..
Somalia,1985,..
South Africa,1985,39
Spain,1985,1234
Sri Lanka,1985,292
St. Kitts and Nevis,1985,1
St. Lucia,1985,1
St. Vincent and the Grenadines,1985,..
Sudan,1985,261
Suriname,1985,5
Swaziland,1985,48
Sweden,1985,23
Switzerland,1985,499
Syrian Arab Republic,1985,350
Tajikistan,1985,..
Tanzania,1985,..
Thailand,1985,877
Timor-Leste,1985,..
Togo,1985,15
Tonga,1985,22
Trinidad and Tobago,1985,3
Tunisia,1985,271
Turkey,1985,1714
Turkmenistan,1985,..
Uganda,1985,..
Ukraine,1985,..
United Arab Emirates,1985,..
United Kingdom,1985,..
United States,1985,240
Uruguay,1985,..
Uzbekistan,1985,..
Vanuatu,1985,9
"Venezuela, RB",1985,1
Vietnam,1985,..
Virgin Islands (U.S.),1985,..
West Bank and Gaza,1985,..
"Yemen, Rep.",1985,..
Zambia,1985,..
Zimbabwe,1985,1
Afghanistan,1986,..
Albania,1986,..
Algeria,1986,358
American Samoa,1986,..
Andorra,1986,..
Angola,1986,..
Antigua and Barbuda,1986,11
Argentina,1986,32
Armenia,1986,..
Aruba,1986,..
Australia,1986,1053
Austria,1986,303
Azerbaijan,1986,..
"Bahamas, The",1986,..
Bahrain,1986,..
Bangladesh,1986,576
Barbados,1986,11
Belarus,1986,..
Belgium,1986,1098
Belize,1986,24
Benin,1986,51
Bermuda,1986,..
Bhutan,1986,..
Bolivia,1986,8
Bosnia and Herzegovina,1986,..
Botswana,1986,37
Brazil,1986,40
Brunei,1986,..
Bulgaria,1986,..
Burkina Faso,1986,192
Burundi,1986,..
Cambodia,1986,..
Cameroon,1986,24
Canada,1986,..
Cape Verde,1986,28
Cayman Islands,1986,..
Central African Republic,1986,..
Chad,1986,1
Chile,1986,1
China,1986,438.4
Colombia,1986,416
Comoros,1986,5
"Congo, Dem. Rep.",1986,..
"Congo, Rep.",1986,0.043314306
Costa Rica,1986,8
Cote d'Ivoire,1986,36
Croatia,1986,..
Cuba,1986,..
Cyprus,1986,57
Czech Republic,1986,..
Denmark,1986,..
Djibouti,1986,..
Dominica,1986,8
Dominican Republic,1986,225
Ecuador,1986,3
"Egypt, Arab Rep.",1986,2506
El Salvador,1986,157
Equatorial Guinea,1986,..
Eritrea,1986,..
Estonia,1986,..
Ethiopia,1986,14
Faeroe Islands,1986,..
Fiji,1986,30
Finland,1986,74
France,1986,2021
French Polynesia,1986,..
Gabon,1986,0.231009634
"Gambia, The",1986,11
Georgia,1986,..
Germany,1986,2779
Ghana,1986,1
Greece,1986,967
Greenland,1986,..
Grenada,1986,17
Guam,1986,..
Guatemala,1986,1
Guinea,1986,0.07
Guinea-Bissau,1986,..
Guyana,1986,..
Haiti,1986,105
Honduras,1986,2
"Hong Kong, China",1986,..
Hungary,1986,..
Iceland,1986,8
India,1986,2240
Indonesia,1986,71
"Iran, Islamic Rep.",1986,..
Iraq,1986,..
Ireland,1986,..
Israel,1986,449
Italy,1986,4401
Jamaica,1986,112
Japan,1986,..
Jordan,1986,1184
Kazakhstan,1986,..
Kenya,1986,52.14
Kiribati,1986,4
"Korea, Dem. Rep.",1986,..
"Korea, Rep.",1986,700
Kuwait,1986,..
Kyrgyz Republic,1986,..
Lao PDR,1986,4
Latvia,1986,..
Lebanon,1986,..
Lesotho,1986,255
Liberia,1986,..
Libya,1986,..
Liechtenstein,1986,..
Lithuania,1986,..
Luxembourg,1986,..
"Macao, China",1986,..
"Macedonia, FYR",1986,..
Madagascar,1986,6
Malawi,1986,..
Malaysia,1986,57
Maldives,1986,1
Mali,1986,68
Malta,1986,46
Marshall Islands,1986,..
Mauritania,1986,2
Mauritius,1986,..
Mayotte,1986,30
Mexico,1986,1771
"Micronesia, Fed. Sts.",1986,..
Moldova,1986,..
Monaco,1986,..
Mongolia,1986,..
Morocco,1986,1400
Mozambique,1986,50
Myanmar,1986,..
Namibia,1986,..
Nepal,1986,..
Netherlands,1986,626
Netherlands Antilles,1986,3
New Caledonia,1986,..
New Zealand,1986,304
Nicaragua,1986,..
Niger,1986,16
Nigeria,1986,4
Norway,1986,111
Oman,1986,39
Pakistan,1986,2446
Palau,1986,..
Panama,1986,100
Papua New Guinea,1986,7
Paraguay,1986,14
Peru,1986,..
Philippines,1986,861
Poland,1986,..
Portugal,1986,2654
Puerto Rico,1986,..
Qatar,1986,..
Romania,1986,..
Russian Federation,1986,..
Rwanda,1986,4
Samoa,1986,29
San Marino,1986,..
Sao Tome and Principe,1986,0.085516571
Saudi Arabia,1986,..
Senegal,1986,109
Serbia and Montenegro,1986,..
Seychelles,1986,..
Sierra Leone,1986,..
Singapore,1986,..
Slovak Republic,1986,..
Slovenia,1986,..
Solomon Islands,1986,..
Somalia,1986,..
South Africa,1986,36
Spain,1986,1433
Sri Lanka,1986,326
St. Kitts and Nevis,1986,11
St. Lucia,1986,18
St. Vincent and the Grenadines,1986,14
Sudan,1986,113
Suriname,1986,2
Swaziland,1986,55
Sweden,1986,18
Switzerland,1986,652
Syrian Arab Republic,1986,323
Tajikistan,1986,..
Tanzania,1986,..
Thailand,1986,795
Timor-Leste,1986,..
Togo,1986,21
Tonga,1986,21
Trinidad and Tobago,1986,0
Tunisia,1986,348
Turkey,1986,1634
Turkmenistan,1986,..
Uganda,1986,..
Ukraine,1986,..
United Arab Emirates,1986,..
United Kingdom,1986,..
United States,1986,908
Uruguay,1986,..
Uzbekistan,1986,..
Vanuatu,1986,8
"Venezuela, RB",1986,1
Vietnam,1986,..
Virgin Islands (U.S.),1986,..
West Bank and Gaza,1986,..
"Yemen, Rep.",1986,..
Zambia,1986,..
Zimbabwe,1986,1
Afghanistan,1987,..
Albania,1987,..
Algeria,1987,487
American Samoa,1987,..
Andorra,1987,..
Angola,1987,..
Antigua and Barbuda,1987,12
Argentina,1987,34
Armenia,1987,..
Aruba,1987,..
Australia,1987,1396
Austria,1987,400
Azerbaijan,1987,..
"Bahamas, The",1987,..
Bahrain,1987,..
Bangladesh,1987,748
Barbados,1987,28
Belarus,1987,..
Belgium,1987,1275
Belize,1987,19
Benin,1987,60
Bermuda,1987,..
Bhutan,1987,..
Bolivia,1987,9
Bosnia and Herzegovina,1987,..
Botswana,1987,54
Brazil,1987,42
Brunei,1987,..
Bulgaria,1987,..
Burkina Faso,1987,173
Burundi,1987,..
Cambodia,1987,..
Cameroon,1987,13
Canada,1987,..
Cape Verde,1987,36
Cayman Islands,1987,..
Central African Republic,1987,..
Chad,1987,1
Chile,1987,1
China,1987,234
Colombia,1987,625
Comoros,1987,7
"Congo, Dem. Rep.",1987,..
"Congo, Rep.",1987,0.009982147
Costa Rica,1987,8
Cote d'Ivoire,1987,43
Croatia,1987,..
Cuba,1987,..
Cyprus,1987,64
Czech Republic,1987,..
Denmark,1987,..
Djibouti,1987,..
Dominica,1987,12
Dominican Republic,1987,273
Ecuador,1987,3
"Egypt, Arab Rep.",1987,3604
El Salvador,1987,187
Equatorial Guinea,1987,..
Eritrea,1987,..
Estonia,1987,..
Ethiopia,1987,9
Faeroe Islands,1987,..
Fiji,1987,27
Finland,1987,78
France,1987,2473
French Polynesia,1987,..
Gabon,1987,0.299464396
"Gambia, The",1987,16
Georgia,1987,..
Germany,1987,3582
Ghana,1987,1
Greece,1987,1407
Greenland,1987,..
Grenada,1987,22
Guam,1987,..
Guatemala,1987,0
Guinea,1987,0.07
Guinea-Bissau,1987,..
Guyana,1987,..
Haiti,1987,113
Honduras,1987,34
"Hong Kong, China",1987,..
Hungary,1987,..
Iceland,1987,15
India,1987,2665
Indonesia,1987,86
"Iran, Islamic Rep.",1987,..
Iraq,1987,..
Ireland,1987,..
Israel,1987,614
Italy,1987,4463
Jamaica,1987,121
Japan,1987,..
Jordan,1987,938
Kazakhstan,1987,..
Kenya,1987,66
Kiribati,1987,5
"Korea, Dem. Rep.",1987,..
"Korea, Rep.",1987,830
Kuwait,1987,..
Kyrgyz Republic,1987,..
Lao PDR,1987,4
Latvia,1987,..
Lebanon,1987,..
Lesotho,1987,353
Liberia,1987,..
Libya,1987,..
Liechtenstein,1987,..
Lithuania,1987,..
Luxembourg,1987,..
"Macao, China",1987,..
"Macedonia, FYR",1987,..
Madagascar,1987,5
Malawi,1987,..
Malaysia,1987,113
Maldives,1987,1
Mali,1987,88
Malta,1987,46
Marshall Islands,1987,..
Mauritania,1987,7
Mauritius,1987,..
Mayotte,1987,49
Mexico,1987,1985
"Micronesia, Fed. Sts.",1987,..
Moldova,1987,..
Monaco,1987,..
Mongolia,1987,..
Morocco,1987,1589
Mozambique,1987,58
Myanmar,1987,6
Namibia,1987,..
Nepal,1987,..
Netherlands,1987,753
Netherlands Antilles,1987,3
New Caledonia,1987,..
New Zealand,1987,379
Nicaragua,1987,..
Niger,1987,16
Nigeria,1987,3
Norway,1987,135
Oman,1987,39
Pakistan,1987,2181
Palau,1987,..
Panama,1987,104
Papua New Guinea,1987,13
Paraguay,1987,23
Peru,1987,..
Philippines,1987,1020
Poland,1987,..
Portugal,1987,3372
Puerto Rico,1987,..
Qatar,1987,..
Romania,1987,..
Russian Federation,1987,..
Rwanda,1987,4
Samoa,1987,37
San Marino,1987,..
Sao Tome and Principe,1987,0.070096197
Saudi Arabia,1987,..
Senegal,1987,118
Serbia and Montenegro,1987,..
Seychelles,1987,..
Sierra Leone,1987,0.076375063
Singapore,1987,..
Slovak Republic,1987,..
Slovenia,1987,..
Solomon Islands,1987,..
Somalia,1987,..
South Africa,1987,45
Spain,1987,1584
